Cena,Vrsta ponudbe,Lokacija vozila,Znamka avtomobila,Model avtomobila,Tip avtomobila,Leto izdelave,Leto modela,V prometu od,Prva registracija v RS,Registracija do,Prevoženi kilometri:,Motor,Moč motorja:,Delovna prostornina:,Menjalnik,Poraba goriva,Ekološka kategorija vozila,Lastnik,Servisna knjiga,Garažiran,Število prestav,Plin,Najvišja emisija CO2,Kupim,Stanje,Garancija,Luksuzno vozilo 
5950,Prodam,"""Osrednjeslovenska",Citroën,C4,C4 1.6 120km,2011,2011,2011,2011,05 / 2022,121000 ,Bencin,88 ,1598 ,Mehanski menjalnik,6.8 l/100km,Euro 5,,Da,Da,5 stopenj,,,,,,
850,Prodam,"""Gorenjska",Fiat,Croma,N/A,2006,,2006,2008,,200000 ,Diezel,180 ,2400 ,Avtomatski,,,,,,,,,,,,
7100,Prodam,"""Pomurska",BMW,serija 3,318 i,2007,2007,,2007,04 / 2022,133539 ,Bencin,95 ,1995 ,Mehanski menjalnik,,,prvi,Da,Da,6 stopenj,,,,,,
0,Prodam,"""Gorenjska",Alfa Romeo,Giulietta,giulieta,2014,,2014,1900,,120000 ,Diezel,,1600 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Fiat,Panda,KUPIM FIAT PANDA LAHKO V OKVAR,2003,,2003,1900,,150000 ,Bencin,,1200 ,,,,,,,,,,Da,,,
0,Prodam,"""Obalno-kraška",Audi,A6 Avant,Bussines,2014,2014,,,,2600000 ,Diezel,,2000 ,Avtomatski,,,,,,,,,,,,
1700,Prodam,"""Podravska",Citroën,C5 Break,C5 II/BREAK 1.6 HDI  16V,2007,2007,2007,2007,04 / 2022,304800 ,Diezel,,1560 ,Mehanski menjalnik,6 l/100km,,tretji in več,,Da,5 stopenj,,,,,,
1700,Prodam,"""Savinjska",Seat,Ibiza,TDI,2006,2006,2006,2006,11 / 2022,326363 ,Diezel,51 ,1422 ,Mehanski menjalnik,5.5 l/100km,,prvi,Da,,6 stopenj,,,,,,
888,Prodam,"""Osrednjeslovenska",Fiat,Punto,N/A,2004,2004,2004,1900,,161000 ,Bencin,59 ,1200 ,Mehanski menjalnik,,,,Da,Da,,,,,rabljeno,,
8500,Prodam,"""Osrednjeslovenska",Subaru,Outback,2.0D VC Trend 4WD,2011,2011,2011,2011,,205000 ,Diezel,110 ,1998 ,Mehanski menjalnik,6 l/100km,Euro 5,drugi,Da,Da,6 stopenj,,167 g/km,,,,
10900,Prodam,"""Savinjska",Audi,A3,1.6 TDI Attraction,2014,2014,2014,2014,08 / 2022,198000 ,Diezel,81 ,1598 ,Mehanski menjalnik,,,drugi,Da,,,,,,,6 mesecev,
0,Prodam,"""Osrednjeslovenska",VW,Sharan,"""1",1998,1999,1998,1999,,253340 ,Diezel,81 ,1899 ,Mehanski menjalnik,6.5 l/100km,,drugi,,,5 stopenj,,,,,,
550,Prodam,"""Osrednjeslovenska",Daewoo,Lanos,1.5 LX,1999,1999,1999,1999,,193214 ,Bencin,63 ,1498 ,Mehanski menjalnik,6.5 l/100km,,prvi,Da,Da,5 stopenj,,,,,,
0,Prodam,"""Gorenjska",Fiat,Bravo,N/A,2006,,2006,1900,,190000 ,Diezel,,1900 ,,,,,,,,,,Da,,,
10630,Prodam,"""Posavska",Audi,A4,2.0 TDI 105 KW,2011,,,,,163000 ,Diezel,105 ,1968 ,Mehanski menjalnik,,,,,,,,,,,,
3500,Prodam,"""Gorenjska",Alfa Romeo,159 SW,1.9 JTDM ,2006,2006,2007,2007,09 / 2022,300000 ,Diezel,110 ,1900 ,Mehanski menjalnik,5.8 l/100km,Euro 6,drugi,Da,,,,,,,,
1490,Prodam,"""Posavska",Hyundai,Elantra,"""1",2006,2006,2006,2006,07 / 2022,116565 ,Bencin,77 ,1600 ,Mehanski menjalnik,7 l/100km,,drugi,Da,Da,5 stopenj,,,,,,
19999,Prodam,"""Obalno-kraška",Kia,Sportage,1.7 Dizel,2018,2018,,2018,05 / 2022,37000 ,Diezel,85 ,1650 ,Mehanski menjalnik,5.5 l/100km,,prvi,Da,Da,6 stopenj,,,,,7 let,
600,Prodam,"""Zasavska",VW,Passat,1.9 TDI ...CEL ALI  PO DELIH,2003,2003,,2003,,230000 ,Diezel,96 ,1896 ,Mehanski menjalnik,,,,,,5 stopenj,,,,,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Kupim,"""Gorenjska",Alfa Romeo,159,N/A,2006,,2006,1900,,200000 ,Diezel,,1900 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Fiat,Grande Punto,N/A,2005,,2005,1900,,150000 ,Bencin,,1400 ,,,,,,,,,,Da,,,
0,Prodam,"""Osrednjeslovenska",Fiat,Croma,N/A,2003,,2003,1900,,235000 ,Diezel,,1900 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Fiat,500,KUPIM FIAT 500,2010,,2010,1900,,120000 ,Bencin,,1200 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Fiat,Stilo,KUPIM FIAT STILO LAHKO POŠKODO,2004,,2004,1900,,150000 ,Diezel,,1900 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Fiat,Grande Punto,KUPIM FIAT PUNTO GRANDE LAHKO ,2005,,2005,1900,,150000 ,Bencin,,1200 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Fiat,Bravo,KUPIM FIAT BRAVO LAHKO POŠKODO,2006,2007,2006,1900,,180000 ,Diezel,,1900 ,,,,,,,,,,Da,,,
2390,Prodam,"""Savinjska",Subaru,Forester,SF5-010,1999,1999,1999,1999,12 / 2022,325000 ,Bencin,92 ,1994 ,Mehanski menjalnik,8.4 l/100km,,drugi,Da,Da,,,,,,,
1500,Prodam,"""Osrednjeslovenska",VW,Polo,osebno vozilo,1998,1998,1998,1998,04 / 2022,89586 ,Bencin,37 ,999 ,Mehanski menjalnik,,,prvi,,Da,5 stopenj,,,,,,
0,Prodam,"""Savinjska",VW,Transporter,kupim transporter caravela od ,2010,,2010,1900,,1 ,Diezel,25 ,2000 ,,,,,,,,,,,,,
1,Prodam,"""Jugovzhodna Slovenija",Citroën,C5,2.0i 16V,2001,2001,2001,2001,,261000 ,Bencin,100 ,2000 ,Mehanski menjalnik,,,drugi,,,,,,,,,
200,Prodam,"""Gorenjska",Renault,Espace,2.0 bencin,2006,,,,,270000 ,Bencin,,2000 ,Mehanski menjalnik,,,,,,6 stopenj,,,,,,
0,Kupim,"""Osrednjeslovenska",Druge znamke,Drugi modeli,odkup vozil 041774816,2005,,,,,300000 ,Diezel,100 ,2500 ,,,,,,,,,,Da,rabljeno,,
10,Prodam,"""Jugovzhodna Slovenija",Volvo,S60,Limuzina,2004,2004,2004,2004,09 / 2022,30000 ,Diezel,120 ,3400 ,Mehanski menjalnik,6 l/100km,Euro 3,prvi,,Da,6 stopenj,,120.5 g/km,,,,
250,Prodam,"""Osrednjeslovenska",Renault,19 Cabrio,coupe,1999,,1999,1999,,260000 ,Bencin,,1400 ,,5.5 l/100km,,drugi,Da,,,,,,,,
13900,Prodam,"""Savinjska",Audi,A1,1.0 TFSI,2016,2016,2016,2016,08 / 2022,57000 ,Bencin,80 ,1800 ,Mehanski menjalnik,4 l/100km,,prvi,Da,Da,5 stopenj,,120 g/km,,,,
1290,Prodam,"""Osrednjeslovenska",Piaggio,Porter Van,KIPER,2004,,,,,106800 ,Bencin,,998 ,,,,,,,,,,,,,
0,Kupim,"""Podravska",Audi,A6,odkup vseh vrst vozil,2015,,,,,63000 ,Diezel,,2999 ,,,,,,,,,,,,,
2000,Prodam,"""Osrednjeslovenska",Chevrolet,Lacetti,2.0 TCDi Premium,2007,,,,,185000 ,Diezel,89 ,1991 ,,,,,,,,,,,,,
0,Kupim,"""Goriška",VW,T-Roc,2.0,2020,,,,,12000 ,Diezel,,2000 ,,,,,,,,,,,,,
0,Kupim,"""Osrednjeslovenska",Druge znamke,Drugi modeli,Lepo ohranjen,1990,,,,,200000 ,Diezel,100 ,1993 ,,,,,,,,,,Da,,,
0,Kupim,"""Goriška",Audi,Q3,2.0,2019,,,,,12000 ,Diezel,,2000 ,,,,,,,,,,,,,
0,Kupim,"""Podravska",Brilliance,Drugi modeli,SUV,2010,,,,,150000 ,Diezel,,2000 ,,,,,,,,,,Da,,,
0,Prodam,"""Goriška",Renault,Clio,1.2,2004,,,,,120000 ,Bencin,,1200 ,,,,,,,,,,Da,,,
0,Prodam,"""Goriška",Fiat,Punto,1.2,2002,,,,,120000 ,Bencin,,1200 ,,,,,,,,,,Da,,,
2650,Prodam,"""Podravska",Mercedes-Benz,A-klasa,160 cdi Avantgarde,2006,,2006,2006,04 / 2022,178000 ,Diezel,60 ,1991 ,Mehanski menjalnik,6 l/100km,Euro 3,drugi,Da,,5 stopenj,,,,,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
11500,Prodam,"""Podravska",BMW,serija 5,Limuzina,2011,2011,2011,2011,04 / 2022,300000 ,Diezel,135 ,1995 ,Avtomatski,6 l/100km,Euro 5,tretji in več,Da,,,,,,,,
0,Prodam,"""Posavska",Citroën,Berlingo,"""2",2004,2004,2004,,,340000 ,Diezel,66 ,2000 ,Mehanski menjalnik,6 l/100km,,,,,,,,,,,
450,Prodam,"""Posavska",VW,Golf III,"""1",1998,1998,1998,1998,,260000 ,Diezel,66 ,1900 ,Mehanski menjalnik,6 l/100km,,,,,,,,,,,
0,Kupim,"""Osrednjeslovenska",VW,Golf II,GTI,1990,,,,,200 ,Bencin,,1800 ,,,,,,,,,,,,,
0,Kupim,"""Osrednjeslovenska",Druge znamke,Drugi modeli,odkup vozil 041774816,2005,,,,,2566 ,Diezel,,25 ,,,,,,,,,,Da,rabljeno,,
0,Prodam,"""Podravska",Saab,9.3,Vector,2006,,,,,257000 ,Bencin,110 ,1998 ,Avtomatski,,,,,,,,,,,,
13690,Prodam,"""Posavska",Subaru,Forester,SJD-OCO,2015,2015,2015,2015,04 / 2022,102450 ,Diezel,108 ,1998 ,Mehanski menjalnik,,,prvi,Da,Da,6 stopenj,,,,,,
1350,Prodam,"""Pomurska",Ford,Fiesta,1.3 8V,2004,2004,2004,2004,10 / 2022,127600 ,Bencin,51 ,1299 ,Mehanski menjalnik,,,tretji in več,,Da,5 stopenj,,,,,,
0,Kupim,"""Goriška",Fiat,Punto,1.3,2016,,2016,1900,,45000 ,Diezel,,1300 ,,,,,,,,,,Da,,,
0,Kupim,"""Goriška",Renault,Clio,N/A,2016,,2016,1900,,40000 ,Bencin,,1400 ,,,,,,,,,,Da,,,
11800,Prodam,"""Podravska",Piaggio,Drugi modeli,APE,1971,,,,,500 ,Bencin,,175 ,,,,,,,,,,,,,
11000,Prodam,"""Savinjska",Hyundai,i40,Karavan,2015,2016,2015,2015,11 / 2022,151000 ,Diezel,104 ,1700 ,Mehanski menjalnik,5.5 l/100km,,drugi,Da,Da,6 stopenj,,,,,,
0,Kupim,"""Gorenjska",BMW,Drugi modeli,"""KUPIM BMW 3",1998,,1998,1900,,210000 ,Bencin,,1600 ,Mehanski menjalnik,,,tretji in več,,,,,,Da,,,
0,Prodam,"""Gorenjska",Peugeot,306,N/A,1999,,1999,1900,,160000 ,Bencin,55 ,1360 ,,,,prvi,,Da,,,,,,,
0,Kupim,"""Gorenjska",Mercedes-Benz,Drugi modeli,W124  KUPIM,1990,,1990,1900,,250000 ,Diezel,,2500 ,Mehanski menjalnik,,,tretji in več,,,,,,Da,,,
0,Kupim,"""Gorenjska",Fiat,Punto,DO LETNIKA 2005 ,2004,,2004,1900,,200000 ,Bencin,,1200 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",VW,Polo,PO DELIH ,1998,,1998,1900,,200000 ,Bencin,,999 ,Mehanski menjalnik,,,,,Da,,,,,,,
0,Prodam,"""Gorenjska",Suzuki,Alto,"""1.0 GL ",1999,,1999,1900,,65000 ,Bencin,,993 ,Mehanski menjalnik,,,,,,,,,,,,
0,Kupim,"""Gorenjska",Zastava,750,FIČO,1981,,,,,100000 ,Bencin,,767 ,Mehanski menjalnik,,,,,,,,,,,,
0,Prodam,"""Gorenjska",VW,Polo,60 PO DELIH,1997,,1997,1900,,160000 ,Bencin,44 ,1390 ,Mehanski menjalnik,,,prvi,,,,,,,,,
0,Kupim,"""Goriška",Nissan,Qashqai,1.6,2017,,2017,1900,,67000 ,Diezel,,1600 ,,,,,,,,,,Da,,,
0,Kupim,"""Gorenjska",Zastava,101,KUPIM ,1988,1985,,,,100000 ,Bencin,,1100 ,Mehanski menjalnik,,,,,,,,,,,,
0,Prodam,"""Gorenjska",VW,Polo,1.4 MPI PO DELIH ,2001,2001,2001,1900,,160000 ,Bencin,44 ,1390 ,Mehanski menjalnik,,,,,,,,,,,,
0,Kupim,"""Gorenjska",VW,Drugi modeli,KUPIM POLO LUPO GOLF ,2005,,2005,1900,,250000 ,Bencin,,1390 ,Mehanski menjalnik,,,,,,,,,Da,,,
0,Kupim,"""Gorenjska",BMW,serija 3,E30  E36 E46 ,2000,,2000,1900,,250000 ,Bencin,,1800 ,Mehanski menjalnik,,,tretji in več,,,,,,Da,,,
0,Kupim,"""Gorenjska",VW,Golf I,KUPIM ,1983,,,,,200000 ,Bencin,37 ,1272 ,Mehanski menjalnik,,,,,,,,,,,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Kupim,"""Goriška",Kia,Sportage,1.7,2017,,2017,1900,,23000 ,Diezel,,1700 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Peugeot,301,Alur,2017,2018,2017,2017,01 / 2023,18300 ,Diezel,99 ,1600 ,Mehanski menjalnik,5 l/100km,,prvi,Da,,5 stopenj,,,,,,
0,Prodam,"""Osrednjeslovenska",VW,Golf III,limuzina,1997,1997,1997,,,280000 ,Diezel,70 ,1900 ,Mehanski menjalnik,,,drugi,,,5 stopenj,,,,,,
35,Prodam,"""Podravska",Proton,313,N/A,1998,,1998,1900,,150987 ,Bencin,,110 ,Mehanski menjalnik,,,drugi,,,,,,,,,
0,Prodam,"""Jugovzhodna Slovenija",VW,Golf II,"""TD",1990,,,,,190000 ,Diezel,,1600 ,Mehanski menjalnik,,,,,,,,,,,,
0,Prodam,"""Koroška",VW,Golf IV,N/A,1998,,1998,1900,,220000 ,Bencin,,1600 ,Mehanski menjalnik,,,,,,,,,,,,
2590,Prodam,"""Savinjska",VW,Passat, Passat GT G60 Syncro,1990,1990,1990,1990,,300000 ,Diezel,70 ,1900 ,Mehanski menjalnik,6 l/100km,,tretji in več,,,5 stopenj,,,,,,
1750,Prodam,"""Podravska",Citroën,Xsara Picasso,enoprostorec,2007,2007,2007,2007,08 / 2022,290000 ,Bencin,90 ,1600 ,Mehanski menjalnik,6.6 l/100km,,prvi,,,5 stopenj,Da,,,,,
0,Kupim,"""Gorenjska",Renault,Drugi modeli,KUPIM ,2005,,1997,1900,,200000 ,Bencin,,1149 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",VW,Lupo,PO DELIH,1999,,1999,1900,,165000 ,Bencin,,1000 ,Mehanski menjalnik,,,,,,,,,,,,
100,Prodam,"""Gorenjska",VW,Golf II,N/A,1989,,1989,1990,,250 ,Diezel,,1600 ,Mehanski menjalnik,,,prvi,,,,,,,,,
1300,Prodam,"""Koroška",Land Rover,Freelander,4x4,1999,,,,03 / 2022,260000 ,Diezel,72 ,1994 ,Mehanski menjalnik,,,,,Da,5 stopenj,,,,,,
4600,Prodam,"""Koroška",VW,Golf IV,4x4,2007,,,,05 / 2022,260000 ,Diezel,77 ,1896 ,,,,,Da,,,,,,,,
8000,Prodam,"""Obalno-kraška",Opel,Insignia Karavan,2.0 16V TURBO 4WD AUT LPG ,2011,2011,2011,2011,05 / 2022,142000 ,Bencin,162 ,1998 ,Avtomatski,,Euro 5,drugi,Da,Da,,Da,217 g/km,,,,
250,Prodam,"""Goriška",Škoda,Octavia,ABGF1-AJ1J1FM5AJN,1999,,,,,195000 ,Bencin,110 ,1800 ,Mehanski menjalnik,,,,,,5 stopenj,,,,,,
1700,Prodam,"""Podravska",Renault,Clio,K4J G7,2006,2006,2006,2006,11 / 2022,186000 ,Bencin,72 ,1800 ,Mehanski menjalnik,6 l/100km,,,,,5 stopenj,,,,,,
0,Prodam,"""Posavska",Fiat,Doblo,"""2",2011,2012,2011,2011,07 / 2022,101340 ,Diezel,99 ,1956 ,Mehanski menjalnik,6.5 l/100km,Euro 5,drugi,Da,Da,6 stopenj,,157 g/km,,,,
0,Kupim,"""Izven Slovenije - Hrvaška",BMW,serija 5,1,2021,,,,,100 ,Bencin,,2000 ,,,,,,,,,,Da,,,
42500,Prodam,"""Gorenjska",Dodge,RAM,1500 ecodiesel LONGHORN,2015,2015,2015,2015,01 / 2022,93000 ,Diezel,191 ,2998 ,Avtomatski,9 l/100km,Euro 6,,,,,,,,,,
8580,Prodam,"""Gorenjska",VW,Caravelle,T5  2.5 TDI,2005,2006,,,,378000 ,Diezel,128 ,2460 ,Mehanski menjalnik,,,,,,6 stopenj,,,,,,
0,Kupim,"""Gorenjska",Druge znamke,Drugi modeli,KUPIM ,1998,,1998,1900,,300000 ,Bencin,,1149 ,,,,,,,,,,Da,,,
3300,Prodam,"""Osrednjeslovenska",Renault,Espace,JK04A6,2007,2007,2007,2007,02 / 2022,327200 ,Diezel,110 ,1995 ,Mehanski menjalnik,,,,,,6 stopenj,,,,,,
0,Prodam,"""Pomurska",Renault,Laguna,Limuzina,2006,2006,2006,2006,,260000 ,Diezel,88 ,1995 ,Mehanski menjalnik,5.5 l/100km,Euro 4,drugi,,Da,6 stopenj,,,,,,
0,Prodam,"""Podravska",Renault,Clio,1.4 BBOPEG,2004,2004,2004,2004,08 / 2022,120000 ,Bencin,72 ,1390 ,Mehanski menjalnik,,,drugi,,Da,5 stopenj,,,,,,
450,Prodam,"""Osrednjeslovenska",Ford,Mondeo,2.0 TDCi karavan Gia oprema,2006,,,,,437000 ,Diezel,96 ,1998 ,Mehanski menjalnik,,,,,,6 stopenj,,,,,,
1250,Prodam,"""Posavska",Renault,5,1.4,1994,1994,1994,1994,,72000 ,Bencin,43 ,1390 ,Mehanski menjalnik,,,drugi,Da,,,,,,,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Kupim,"""Gorenjska",Peugeot,Drugi modeli,do letnika 2005,2005,,2000,1900,,250000 ,Bencin,,999 ,,,,,,,,,,Da,,,
0,Prodam,"""Gorenjska",Renault,Twingo,PO DELIH,1999,,1999,1900,,156000 ,Bencin,43 ,1149 ,Mehanski menjalnik,,,drugi,,,,,,,,,
0,Kupim,"""Gorenjska",VW,Drugi modeli,KUPIM AVTO ,1990,,1990,1900,,250000 ,Bencin,,1149 ,Mehanski menjalnik,,,tretji in več,,,,,,Da,,,
9999,Prodam,"""Podravska",Honda,CR-V,i-ctdi,2006,2006,2006,2006,05 / 2022,450 ,Diezel,103 ,2200 ,Mehanski menjalnik,7.6 l/100km,Euro 5,tretji in več,Da,Da,6 stopenj,,108 g/km,,,1 leto,
200,Prodam,"""Gorenjska",VW,Passat,2.0 TDI Highline,2008,,,,,319000 ,Diezel,,1965 ,,,,,,,,,,,,,
100,Prodam,"""Gorenjska",VW,Golf II,1.6 JXD,1990,,,,,160000 ,Diezel,,1600 ,,,,,,,,,,,,,
100,Prodam,"""Gorenjska",Renault,Megane Berline,1.5 Dci,2006,,,,,240000 ,Diezel,,1500 ,Mehanski menjalnik,,,,,,,,,,,,
6800,Prodam,"""Podravska",VW,Touran,Confortlein,2011,2011,2011,2011,01 / 2023,234000 ,Diezel,75 ,1600 ,Mehanski menjalnik,5.5 l/100km,,prvi,Da,Da,6 stopenj,,,,,,
0,Prodam,"""Podravska",Škoda,Fabia,Active 1.0 44 kW,2017,,,,,11111 ,Bencin,44 ,999 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Jugovzhodna Slovenija",VW,Polo,1.2,2004,,,,,167000 ,Bencin,,1200 ,,,,,,,,,,,,,
6250,Prodam,"""Podravska",Mazda,3,Limuzina,2012,2012,,,,217000 ,Diezel,85 ,1560 ,Mehanski menjalnik,,,,,,6 stopenj,,,,,,
0,Kupim,"""Obalno-kraška",Audi,A4,1.9 TDI,2012,,2012,1900,,170000 ,Diezel,,1900 ,,,,,,,,,,Da,,,
0,Kupim,"""Obalno-kraška",VW,Golf IV,1.9 TDI,2004,,2004,1900,,150000 ,Diezel,,1900 ,,,,,,,,,,Da,,,
"99""",Prodam,"""Goriška",Nissan,Murano,3.5,2006,2006,2006,1900,,260000 ,Bencin,172 ,3498 ,Avtomatski sekvenčni,,,,,Da,,Da,,,,,
1800,Prodam,"""Podravska",Mercedes-Benz,190,190 D,1993,1993,,1993,,2900 ,Diezel,2000 ,2000 ,Mehanski menjalnik,6 l/100km,,,,,4 stopnje,,,,,,
1000,Prodam,"""Savinjska",Renault,Clio II,Authentique 1.2,2004,2004,2004,2004,09 / 2022,212000 ,Bencin,43 ,1149 ,Mehanski menjalnik,6 l/100km,Euro 3,drugi,,Da,5 stopenj,,143 g/km,,,,
7500,Prodam,"""Primorsko-notranjska",Jaguar,XJ,V6 X350,2003,2003,2003,2003,,235000 ,Bencin,180 ,3000 ,Avtomatski,,,,Da,Da,,Da,,,,,
400,Prodam,"""Osrednjeslovenska",Subaru,Impreza,N/A,2005,,2005,1900,,150000 ,Bencin,,2500 ,Mehanski menjalnik,,,,,,,,,,,,
3750,Prodam,"""Osrednjeslovenska",Renault,Megane Grandtour,1.5 dCi 110,2011,2011,2011,2015,04 / 2022,244605 ,Diezel,81 ,1500 ,Mehanski menjalnik,,,drugi,Da,,,,106 g/km,,,,
800,Prodam,"""Pomurska",Subaru,Legacy Wagon,2.0 PZ 4WD,2003,2003,2003,2003,,435000 ,Bencin,92 ,1994 ,Mehanski menjalnik,,,tretji in več,,,5 stopenj,,,,,,
15490,Prodam,"""Osrednjeslovenska",BMW,serija 5 Touring,520d,2015,2015,2015,2015,12 / 2022,205000 ,Diezel,140 ,2000 ,Avtomatski,7 l/100km,Euro 6,,Da,Da,,,120 g/km,,,,
2650,Prodam,"""Osrednjeslovenska",Toyota,Yaris,1.0 ,2007,2007,,,,178000 ,Bencin,51 ,998 ,Mehanski menjalnik,5 l/100km,Euro 4,drugi,,Da,5 stopenj,,127 g/km,,,,
1555,Prodam,"""Osrednjeslovenska",Toyota,Corolla Verso,N/A,2008,2008,2008,2008,,367890 ,Diezel,,2200 ,Mehanski menjalnik,6.5 l/100km,,drugi,,Da,6 stopenj,,120.5 g/km,,,,
17000,Prodam,"""Goriška",Citroën,Jumper,avtodom,2007,,,,,249000 ,Diezel,,2000 ,Mehanski menjalnik,,,,,,,,,,,,
5300,Prodam,"""Obalno-kraška",Renault,WIND,CABRIO,2010,2010,2010,2010,07 / 2022,99000 ,Bencin,98 ,1600 ,Mehanski menjalnik,6 l/100km,,drugi,,,5 stopenj,,,,,,
0,Prodam,"""Goriška",Toyota,Yaris,1.4,2012,,2012,1900,,45000 ,Bencin,,1400 ,,,,,,,,,,Da,,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
21000,Prodam,"""Osrednjeslovenska",Mitsubishi,L200,pick up,2017,2017,,,,200000 ,Diezel,181 ,2442 ,Avtomatski,8 l/100km,,,,,,,,,,,
5000,Prodam,"""Savinjska",Citroën,C5,2.o dizel,2014,2014,,2014,08 / 2022,218000 ,Diezel,100 ,2000 ,Mehanski menjalnik,5 l/100km,,,,,6 stopenj,,,,,,
0,Prodam,"""Podravska",Mercedes-Benz,A-klasa,180 CDI AVANTGARDE,2008,,,,,11111 ,Diezel,80 ,1991 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
4505,Prodam,"""Posavska",Toyota,Yaris,"""SOL",2009,2010,2009,2009,06 / 2022,140000 ,Bencin,74 ,1300 ,Sekvenčni menjalnik,5.5 l/100km,,drugi,,,,,,,,,
4500,Prodam,"""Pomurska",VW,Drugi modeli,up,2012,2012,2012,2012,,194000 ,Bencin,44 ,1000 ,Mehanski menjalnik,4 l/100km,,drugi,,,,,,,,,
0,Prodam,"""Obalno-kraška",BMW,serija 3,E46,2001,2001,2001,1900,,180000 ,Bencin,88 ,1800 ,Mehanski menjalnik,,,drugi,Da,,,,,,,,
0,Prodam,"""Osrednjeslovenska",Lancia,Phedra,_,2004,2004,,,04 / 2022,300000 ,Diezel,89 ,2200 ,Mehanski menjalnik,,,drugi,Da,,6 stopenj,,,,,,
26000,Prodam,"""Osrednjeslovenska",Mercedes-Benz,CLA klasa,00 d Shooting Brake Premium,2018,2018,2018,2018,10 / 2022,127000 ,Diezel,100 ,2200 ,Avtomatski,,Euro 6,drugi,Da,Da,,,,,,,
0,Prodam,"""Goriška",Hyundai,i20,1.4,2013,,2013,1900,,40000 ,Bencin,,1400 ,,,,,,,,,,Da,,,
0,Prodam,"""Goriška",Renault,Clio III,1.2,2012,,2012,1900,,40000 ,Bencin,,1200 ,,,,,,,,,,Da,,,
20,Prodam,"""Pomurska",VW,Passat,N/A,2004,,2004,1900,,200 ,Diezel,,1900 ,,,,,,,,,,,,,
19500,Prodam,"""Podravska",Kia,Ceed (cee'd),XCEED 1.4 T-GDI STREAM,2020,2020,2020,2020,01 / 2022,22500 ,Bencin,103 ,1350 ,Mehanski menjalnik,7 l/100km,Euro 6,prvi,Da,,6 stopenj,,,,,5 let,
0,Kupim,"""Osrednjeslovenska",Citroën,Xsara Picasso,1.6 16V ,2001,,,,,200000 ,Bencin,,1600 ,,,,,,,,,,,,,
0,Prodam,"""Goriška",Renault,Clio,1.2,2000,,2000,1900,,1200000 ,Diezel,,1200 ,Mehanski menjalnik,,,drugi,,,,,,Da,,,
0,Kupim,"""Goriška",Renault,Clio II,1.2,2010,,2010,1900,,100000 ,Bencin,55 ,1200 ,Mehanski menjalnik,,,drugi,,,,,,Da,,,
0,Prodam,"""Goriška",Renault,Clio,1.5 DCI,2009,,2009,1900,,150000 ,Diezel,,1500 ,Mehanski menjalnik,,,drugi,,,,,,Da,,,
0,Prodam,"""Goriška",VW,Polo,1.4 TDI,2009,,2009,1900,,130000 ,Diezel,,1400 ,Mehanski menjalnik,,,drugi,,,,,,Da,,,
0,Kupim,"""Goriška",Renault,Scenic,N/A,2009,,2006,1900,,130000 ,Bencin,,1900 ,Mehanski menjalnik,,,drugi,,,,,,Da,,,
2950,Prodam,"""Jugovzhodna Slovenija",Audi,A4,1.9,2002,,,,,269000 ,Diezel,96 ,1900 ,,,,,,,,,,,,,
380,Prodam,"""Jugovzhodna Slovenija",Citroën,Xsara,1.6,2007,2007,,,,215000 ,Diezel,,1600 ,Mehanski menjalnik,,,,,,,,,,,,
0,Prodam,"""Goriška",Kia,Drugi modeli,1.4,2012,,2012,1900,,50000 ,Bencin,,1400 ,,,,,,,,,,Da,,,
0,Kupim,"""Osrednjeslovenska",Druge znamke,Drugi modeli,odkup vozil 041774816,2005,,,,,253 ,Diezel,,2580 ,,,,,,,,,,Da,rabljeno,,
